App,Category,Size,Type,ContentRating,Genres,AndroidVersion,Reviews,Rating,Installs,Price
Zenith Bank Mobile App,FINANCE,18M,Free,Everyone,Finance,4.0 and up,7215,4.3,1000000,0
"GCash - Buy Load, Pay Bills, Send Money",FINANCE,Varies with device,Free,Everyone,Finance,4.2 and up,25508,4,1000000,0
Post Bank,FINANCE,100M,Free,Everyone,Finance,4.0 and up,60449,4.5,1000000,0
İşCep,FINANCE,32M,Free,Everyone,Finance,4.1 and up,381788,4.5,10000000,0
People's Bank,FINANCE,46M,Free,Everyone,Finance,4.1 and up,10697,3.6,1000000,0
Google Pay,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,347838,4.2,100000000,0
Transfer,FINANCE,9.8M,Free,Everyone,Finance,4.0 and up,31804,4.1,5000000,0
T-Mobile in,FINANCE,8.2M,Free,Everyone,Finance,4.4 and up,3856,3.5,1000000,0
TrueMoney Wallet,FINANCE,18M,Free,Everyone,Finance,Varies with device,199684,4.4,5000000,0
Alfa-Bank (Alfa-Bank),FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,44545,4,1000000,0
Bank of Brazil,FINANCE,39M,Free,Everyone,Finance,4.1 and up,1336246,4.5,10000000,0
WiseBanyan - Invest For Free,FINANCE,44M,Free,Everyone,Finance,4.4W and up,257,4.2,10000,0
"Robinhood - Investing, No Fees",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,57493,4.6,1000000,0
Wells Fargo Daily Change,FINANCE,5.0M,Free,Everyone,Finance,5.0 and up,283,4.2,100000,0
"Even - organize your money, get paid early",FINANCE,21M,Free,Everyone,Finance,5.0 and up,12304,4.8,100000,0
Digit Save Money Automatically,FINANCE,22M,Free,Everyone,Finance,4.1 and up,8188,4.5,100000,0
Stash: Invest. Learn. Save.,FINANCE,23M,Free,Everyone,Finance,4.4 and up,11919,4.2,1000000,0
Acorns - Invest Spare Change,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,45957,4.3,1000000,0
Google Pay,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,347838,4.2,100000000,0
"Money Lover: Expense Tracker, Budget Planner",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,126431,4.4,1000000,0
Expense IQ Money Manager,FINANCE,27M,Free,Everyone,Finance,4.0 and up,21570,4.4,1000000,0
Money Manager Expense & Budget,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,134564,4.6,5000000,0
Wells Fargo Daily Change,FINANCE,5.0M,Free,Everyone,Finance,5.0 and up,283,4.2,100000,0
"Prism Pay Bills, Track Money, Personal Finance",FINANCE,32M,Free,Everyone,Finance,4.1 and up,16961,4.6,500000,0
Monefy - Money Manager,FINANCE,7.4M,Free,Everyone,Finance,4.0 and up,111254,4.6,1000000,0
Simple - Better Banking,FINANCE,24M,Free,Everyone,Finance,5.0 and up,7731,4.4,100000,0
Chime - Mobile Banking,FINANCE,22M,Free,Everyone,Finance,5.0 and up,5928,4.3,500000,0
Bluebird by American Express,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,15703,4.2,1000000,0
Walmart MoneyCard,FINANCE,10M,Free,Everyone,Finance,4.1 and up,6148,4.2,1000000,0
Moven - Smart Finances,FINANCE,17M,Free,Everyone,Finance,4.4 and up,861,3.8,100000,0
Qapital - Save Small. Live Large,FINANCE,38M,Free,Everyone,Finance,4.4 and up,8662,4.5,100000,0
Experian - Free Credit Report,FINANCE,46M,Free,Everyone,Finance,4.2 and up,23130,4.6,1000000,0
Branch,FINANCE,3.8M,Free,Everyone,Finance,4.0 and up,69973,4.6,1000000,0
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,9.3M,Free,Everyone,Finance,4.4 and up,1311,4.7,50000,0
CreditWise from Capital One,FINANCE,8.4M,Free,Everyone,Finance,4.4 and up,26587,4.6,1000000,0
"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,28M,Free,Everyone,Finance,4.4 and up,2417,4.6,100000,0
Credit Karma,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,706302,4.7,10000000,0
my face,FINANCE,9.7M,Free,Everyone,Finance,5.0 and up,1054,3.8,100000,0
Credit Sesame,FINANCE,11M,Free,Everyone,Finance,4.1 and up,25166,4.3,1000000,0
"Mint: Budget, Bills, Finance",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,129304,4.3,5000000,0
Fresh EBT - Food Stamp Balance,FINANCE,7.4M,Free,Everyone,Finance,4.0.3 and up,19870,4.5,1000000,0
"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,19M,Free,Everyone,Finance,6.0 and up,3596,4.6,100000,0
Mobills: Budget Planner,FINANCE,16M,Free,Everyone,Finance,4.0.3 and up,161440,4.6,1000000,0
Everlance: Free Mileage Log,FINANCE,14M,Free,Everyone,Finance,4.4 and up,7514,4.7,100000,0
MileIQ - Free Mileage Tracker for Business,FINANCE,22M,Free,Everyone,Finance,4.4 and up,46106,4.5,1000000,0
QuickBooks Self-Employed:Mileage Tracker and Taxes,FINANCE,25M,Free,Everyone,Finance,5.0 and up,15141,4.4,1000000,0
FREE Stock Market Trading Tips,FINANCE,3.6M,Free,Everyone,Finance,2.3.3 and up,714,3.9,50000,0
MetaTrader 5,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,42410,4.5,1000000,0
MetaTrader 4,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,260547,4.6,5000000,0
Stock Quote,FINANCE,4.5M,Free,Everyone,Finance,4.0 and up,4344,4.1,500000,0
Seeking Alpha,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,22808,4.5,1000000,0
Stock Trainer: Virtual Trading (Stock Markets),FINANCE,23M,Free,Everyone,Finance,4.1 and up,42809,4.4,1000000,0
Stocks: Realtime Quotes Charts,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,16808,4.5,1000000,0
"Stocks, Forex, Bitcoin, Ethereum: Portfolio & News",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,157505,4.6,5000000,0
CNBC: Breaking Business News & Live Market Data,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,24647,4.2,1000000,0
US Stock Market,FINANCE,4.2M,Free,Everyone,Finance,2.3 and up,1922,4.4,100000,0
Bloomberg Professional,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,3334,4.1,500000,0
E*TRADE Mobile,FINANCE,58M,Free,Everyone,Finance,4.4 and up,10658,3.9,1000000,0
"Robinhood - Investing, No Fees",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,57493,4.6,1000000,0
MSN Money- Stock Quotes & News,FINANCE,22M,Free,Everyone,Finance,4.2 and up,78361,4.5,1000000,0
Fox Business,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,2594,3.7,500000,0
NSE Mobile Trading,FINANCE,1.4M,Free,Everyone,Finance,2.1 and up,13868,4.1,1000000,0
Yahoo Finance,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,135952,4.4,5000000,0
"JStock - Stock Market, Portfolio & News",FINANCE,9.1M,Free,Everyone,Finance,4.0 and up,11066,4.6,500000,0
Digit Save Money Automatically,FINANCE,22M,Free,Everyone,Finance,4.1 and up,8188,4.5,100000,0
Acorns - Invest Spare Change,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,45962,4.3,1000000,0
Webull - Stock Quotes & Free Stock Trading,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,34861,4.3,1000000,0
"Trading 212 - Forex, Stocks, CFDs",FINANCE,Varies with device,Free,Everyone,Finance,4.4 and up,37580,4.3,5000000,0
"Moneycontrol – Stocks, Sensex, Mutual Funds, IPO",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,281485,4.4,5000000,0
Current debit card and app made for teens,FINANCE,21M,Free,Everyone,Finance,4.4 and up,685,4.3,50000,0
"Money Lover: Expense Tracker, Budget Planner",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,126447,4.4,1000000,0
"Mint: Budget, Bills, Finance",FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,129304,4.3,5000000,0
Betterment,FINANCE,11M,Free,Everyone,Finance,5.0 and up,3780,4.4,100000,0
Citizens Bank Mobile Banking,FINANCE,38M,Free,Everyone,Finance,4.1 and up,15192,4.1,1000000,0
GoBank,FINANCE,12M,Free,Everyone,Finance,4.1 and up,5950,4.4,500000,0
NetSpend Prepaid,FINANCE,45M,Free,Everyone,Finance,4.4 and up,15993,4.2,1000000,0
BBVA Compass Banking,FINANCE,50M,Free,Everyone,Finance,4.4 and up,5905,4.3,500000,0
Simple - Better Banking,FINANCE,24M,Free,Everyone,Finance,5.0 and up,7731,4.4,100000,0
PayPal,FINANCE,47M,Free,Everyone,Finance,4.4 and up,659760,4.3,50000000,0
BankMobile Vibe App,FINANCE,23M,Free,Everyone,Finance,4.1 and up,14627,4.3,1000000,0
Netspend Skylight ONE,FINANCE,46M,Free,Everyone,Finance,4.4 and up,1098,3.9,100000,0
ACE Elite,FINANCE,45M,Free,Everyone,Finance,4.4 and up,2898,4.1,100000,0
U.S. Bank,FINANCE,50M,Free,Everyone,Finance,4.0.3 and up,70782,4.1,1000000,0
Huntington Mobile,FINANCE,24M,Free,Everyone,Finance,4.2 and up,11264,4.2,1000000,0
USAA Mobile,FINANCE,33M,Free,Everyone,Finance,5.0 and up,100997,4.5,5000000,0
Google Pay,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,347874,4.2,100000000,0
Associated Credit Union Mobile,FINANCE,12M,Free,Everyone,Finance,5.0 and up,3290,4.7,50000,0
Bank of America Mobile Banking,FINANCE,53M,Free,Everyone,Finance,4.4 and up,341090,4.4,10000000,0
USE Credit Union Mobile,FINANCE,14M,Free,Everyone,Finance,5.0 and up,964,4.6,10000,0
Discover Mobile,FINANCE,68M,Free,Everyone,Finance,4.1 and up,87951,4.6,5000000,0
Wells Fargo Mobile,FINANCE,37M,Free,Everyone,Finance,5.0 and up,250719,4.4,10000000,0
Capital One® Mobile,FINANCE,79M,Free,Everyone,Finance,5.0 and up,510401,4.6,10000000,0
Amex Mobile,FINANCE,32M,Free,Everyone,Finance,5.0 and up,24729,4.3,1000000,0
Citi Mobile®,FINANCE,46M,Free,Everyone,Finance,4.4 and up,78306,4,5000000,0
Navy Federal Credit Union,FINANCE,40M,Free,Everyone,Finance,4.1 and up,43313,4.4,1000000,0
Chase Mobile,FINANCE,32M,Free,Everyone,Finance,5.0 and up,1374549,4.6,10000000,0
HDFC Bank MobileBanking,FINANCE,Varies with device,Free,Everyone,Finance,Varies with device,208463,4.2,10000000,0
Barclays US for Android,FINANCE,24M,Free,Everyone,Finance,5.0 and up,6998,4.1,1000000,0
McDonald's,FOOD_AND_DRINK,42M,Free,Everyone,Food & Drink,4.4 and up,145323,3.6,10000000,0
Easy and Fast Recipes,FOOD_AND_DRINK,12M,Free,Everyone,Food & Drink,2.3 and up,95,NaN,50000,0
Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,13M,Free,Everyone,Food & Drink,5.0 and up,64784,4.1,10000000,0
DELISH KITCHEN - FREE recipe movies make food fun and easy!,FOOD_AND_DRINK,13M,Free,Everyone,Food & Drink,4.1 and up,32997,4.6,1000000,0
Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,4.9M,Free,Everyone,Food & Drink,4.1 and up,82,NaN,10000,0
Easy Recipes,FOOD_AND_DRINK,8.9M,Free,Everyone,Food & Drink,4.0.3 and up,2707,4.7,100000,0
Delicious Recipes,FOOD_AND_DRINK,Varies with device,Free,Teen,Food & Drink,Varies with device,129737,4.7,1000000,0
Tastely,FOOD_AND_DRINK,19M,Free,Everyone,Food & Drink,4.0.3 and up,611136,4.7,10000000,0
Pastry & Cooking (Without Net),FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,6118,4.7,1000000,0
Frigo Magic: Easy recipe idea and anti-waste,FOOD_AND_DRINK,14M,Free,Everyone,Food & Drink,4.4 and up,2473,4.1,500000,0
McDonald's - McDonald's Japan,FOOD_AND_DRINK,64M,Free,Everyone,Food & Drink,4.0.3 and up,109784,3.4,10000000,0
Debonairs Pizza,FOOD_AND_DRINK,8.4M,Free,Everyone,Food & Drink,4.0.3 and up,3320,3.8,500000,0
Popeyes® App,FOOD_AND_DRINK,11M,Free,Everyone,Food & Drink,4.1 and up,61,3.7,50000,0
Dunkin' Donuts,FOOD_AND_DRINK,66M,Free,Everyone,Food & Drink,4.4 and up,68103,4.2,1000000,0
Pyaterochka,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,4.4 and up,8412,3.1,1000000,0
Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,41M,Free,Everyone,Food & Drink,4.2 and up,10741,3.5,1000000,0
Simple Recipes,FOOD_AND_DRINK,15M,Free,Everyone,Food & Drink,4.0 and up,3803,4.7,500000,0
Grubhub: Food Delivery,FOOD_AND_DRINK,35M,Free,Everyone,Food & Drink,5.0 and up,155944,4.5,5000000,0
Panera Bread,FOOD_AND_DRINK,36M,Free,Everyone,Food & Drink,5.0 and up,10159,4.2,1000000,0
Chick-fil-A,FOOD_AND_DRINK,17M,Free,Everyone,Food & Drink,5.0 and up,28008,4.3,5000000,0
hellofood - Food Delivery,FOOD_AND_DRINK,25M,Free,Everyone,Food & Drink,4.0.3 and up,43614,4,1000000,0
Starbucks,FOOD_AND_DRINK,35M,Free,Everyone,Food & Drink,4.4 and up,455377,4.5,10000000,0
Easy and quick desserts,FOOD_AND_DRINK,10M,Free,Everyone 10+,Food & Drink,4.0.3 and up,1398,4.6,100000,0
Domino's Pizza USA,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,1032935,4.7,10000000,0
Chef - Recipes & Cooking,FOOD_AND_DRINK,12M,Free,Everyone,Food & Drink,4.1 and up,32405,4.1,5000000,0
"Delivery Club-food delivery: pizza, sushi, burger, salad",FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,151080,4.3,5000000,0
HungerStation,FOOD_AND_DRINK,11M,Free,Everyone,Food & Drink,4.0.3 and up,22513,3.8,1000000,0
Delivery yogi.,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,90042,4.4,10000000,0
Delivery trough - delivery trough delivery trough,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,58316,4.3,5000000,0
Dr. Oetker recipe ideas,FOOD_AND_DRINK,17M,Free,Everyone,Food & Drink,4.0.3 and up,8509,4.2,1000000,0
SONIC Drive-In,FOOD_AND_DRINK,43M,Free,Everyone,Food & Drink,4.4 and up,19314,4.3,1000000,0
SUBWAY®,FOOD_AND_DRINK,41M,Free,Everyone,Food & Drink,4.4 and up,21314,3.8,1000000,0
GialloZafferano: Recipes,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,30224,4.3,1000000,0
Dairy Queen,FOOD_AND_DRINK,43M,Free,Everyone,Food & Drink,4.1 and up,731,3.7,100000,0
9th stage,FOOD_AND_DRINK,16M,Free,Everyone,Food & Drink,4.0.3 and up,454,4.5,100000,0
OpenRice,FOOD_AND_DRINK,39M,Free,Everyone,Food & Drink,4.1 and up,14952,3.6,1000000,0
SarashpazPapion (Cooking with Chef Bowls),FOOD_AND_DRINK,13M,Free,Everyone,Food & Drink,4.1 and up,1250,4.8,50000,0
Little Caesars,FOOD_AND_DRINK,30M,Free,Everyone,Food & Drink,4.4 and up,1726,3.3,500000,0
Recipes Pastries and homemade pies More than 500 recipes for pastries,FOOD_AND_DRINK,7.1M,Free,Everyone,Food & Drink,4.1 and up,14065,4.7,500000,0
Om Waleed Sweets,FOOD_AND_DRINK,23M,Free,Teen,Food & Drink,4.0 and up,556,4.6,100000,0
"Eat Fast Prepare ""Without Internet""",FOOD_AND_DRINK,17M,Free,Everyone,Food & Drink,4.0.3 and up,4925,4.6,1000000,0
Wendy’s – Food and Offers,FOOD_AND_DRINK,18M,Free,Everyone,Food & Drink,4.4 and up,6507,3.4,1000000,0
My Recipes Cookbook : RecetteTek,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,11707,4.6,100000,0
Healthy Recipes Free,FOOD_AND_DRINK,17M,Free,Everyone,Food & Drink,4.0.3 and up,1077,4,100000,0
Cookbook Recipes,FOOD_AND_DRINK,Varies with device,Free,Teen,Food & Drink,Varies with device,46539,4.1,5000000,0
ChefTap Recipes & Grocery List,FOOD_AND_DRINK,15M,Free,Everyone,Food & Drink,5.1 and up,9066,4.5,500000,0
Recipe Keeper,FOOD_AND_DRINK,22M,Free,Everyone,Food & Drink,4.1 and up,1962,4.4,100000,0
My CookBook (Recipe Manager),FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,22071,4.5,1000000,0
50 Healthy Slow Cooker Recipes,FOOD_AND_DRINK,9.0M,Free,Everyone 10+,Food & Drink,2.3.3 and up,196,4,10000,0
Easy Healthy Recipes,FOOD_AND_DRINK,7.2M,Free,Everyone,Food & Drink,4.0 and up,278,4.1,50000,0
Allrecipes Dinner Spinner,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,61881,4.5,5000000,0
My CookBook Pro (Ad Free),FOOD_AND_DRINK,Varies with device,Paid,Everyone,Food & Drink,Varies with device,2129,4.6,10000,3.49
Paprika Recipe Manager,FOOD_AND_DRINK,2.3M,Paid,Everyone,Food & Drink,4.0 and up,1268,4.1,50000,4.99
Yummly Recipes & Shopping List,FOOD_AND_DRINK,27M,Free,Everyone,Food & Drink,4.4 and up,91359,4.5,1000000,0
Kitchen Stories - Recipes & Cooking,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,5.0 and up,22015,4.6,1000000,0
Cookpad,FOOD_AND_DRINK,8.2M,Free,Everyone,Food & Drink,4.2 and up,131569,4.5,10000000,0
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,76M,Free,Teen,Food & Drink,5.0 and up,31986,4.3,1000000,0
Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,22M,Free,Everyone,Food & Drink,5.0 and up,22875,3.6,1000000,0
Instacart: Grocery Delivery,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,5.0 and up,17071,4.4,1000000,0
OpenTable: Restaurants Near Me,FOOD_AND_DRINK,19M,Free,Everyone,Food & Drink,5.0 and up,90242,4.6,5000000,0
Foursquare City Guide,FOOD_AND_DRINK,Varies with device,Free,Teen,Food & Drink,Varies with device,483960,4.1,10000000,0
Zomato - Restaurant Finder and Food Delivery App,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,511228,4.3,10000000,0
Munchery: Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,28M,Free,Everyone,Food & Drink,4.4 and up,464,3.9,50000,0
Grubhub: Food Delivery,FOOD_AND_DRINK,35M,Free,Everyone,Food & Drink,5.0 and up,155944,4.5,5000000,0
"delivery.com: Order Food, Alcohol & Laundry",FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,1920,4.1,100000,0
Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,22M,Free,Everyone,Food & Drink,5.0 and up,22875,3.6,1000000,0
Domino's Pizza USA,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,1032935,4.7,10000000,0
Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,40116,4.3,1000000,0
BeyondMenu Food Delivery,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,51517,4.7,1000000,0
EatStreet Food Delivery App,FOOD_AND_DRINK,25M,Free,Everyone,Food & Drink,5.0 and up,7690,4.6,100000,0
Pizza Hut,FOOD_AND_DRINK,30M,Free,Everyone,Food & Drink,4.1 and up,321134,4.4,10000000,0
Caviar - Food Delivery,FOOD_AND_DRINK,8.5M,Free,Everyone,Food & Drink,6.0 and up,3755,4.2,100000,0
DoorDash - Food Delivery,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,104504,4.5,1000000,0
Chick-fil-A,FOOD_AND_DRINK,17M,Free,Everyone,Food & Drink,5.0 and up,28009,4.3,5000000,0
Uber Eats: Local Food Delivery,FOOD_AND_DRINK,34M,Free,Everyone,Food & Drink,5.0 and up,333208,4.2,10000000,0
Seamless Food Delivery/Takeout,FOOD_AND_DRINK,34M,Free,Everyone,Food & Drink,5.0 and up,35218,4.5,1000000,0
Talabat: Food Delivery,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,116403,4.5,5000000,0
TheFork - Restaurants booking and special offers,FOOD_AND_DRINK,17M,Free,Everyone,Food & Drink,4.1 and up,37517,4.3,5000000,0
foodpanda - Local Food Delivery,FOOD_AND_DRINK,16M,Free,Everyone,Food & Drink,4.2 and up,292969,4,10000000,0
Zomato - Restaurant Finder and Food Delivery App,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink,Varies with device,511420,4.3,10000000,0
Home Workout - No Equipment,HEALTH_AND_FITNESS,15M,Free,Everyone,Health & Fitness,Varies with device,428156,4.8,10000000,0
Step Counter - Calorie Counter,HEALTH_AND_FITNESS,2.2M,Free,Everyone,Health & Fitness,4.4 and up,1577,4,500000,0
Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,11M,Free,Everyone,Health & Fitness,4.2 and up,38098,4.9,5000000,0
Pedometer - Step Counter Free & Calorie Burner,HEALTH_AND_FITNESS,6.9M,Free,Everyone,Health & Fitness,4.1 and up,31139,4.8,1000000,0
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,13M,Free,Everyone,Health & Fitness,4.2 and up,272337,4.9,10000000,0
Lose Weight in 30 Days,HEALTH_AND_FITNESS,11M,Free,Everyone,Health & Fitness,4.0 and up,220125,4.8,10000000,0
Pedometer,HEALTH_AND_FITNESS,2.9M,Free,Everyone,Health & Fitness,4.0 and up,400592,4.4,10000000,0
LG Health,HEALTH_AND_FITNESS,25M,Free,Everyone,Health & Fitness,4.4 and up,20098,3.3,10000000,0
Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,7.0M,Free,Everyone,Health & Fitness,4.1 and up,117925,4.7,10000000,0
"Pedometer, Step Counter & Weight Loss Tracker App",HEALTH_AND_FITNESS,27M,Free,Everyone,Health & Fitness,4.1 and up,548021,4.6,10000000,0
Sportractive GPS Running Cycling Distance Tracker,HEALTH_AND_FITNESS,7.5M,Free,Everyone,Health & Fitness,4.4 and up,48276,4.8,1000000,0
30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness,4.0 and up,471036,4.8,10000000,0
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,15M,Free,Everyone,Health & Fitness,4.0 and up,12705,4.8,1000000,0
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,9.4M,Free,Everyone,Health & Fitness,4.1 and up,706,4.5,100000,0
Buttocks and Abdomen,HEALTH_AND_FITNESS,6.4M,Free,Everyone,Health & Fitness,4.0.3 and up,465,4.4,500000,0
